CXSMILES,Molecule Name,Set,pIC50_MERS_Mpro,pIC50_SARS2_Mpro,SMILES_CLEAN,OPENADMET_CANONICAL_SMILES
CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(F)=CC=C2C1=O |o1:3|,ASAP-0008330,Train,5.42,6.34,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(F)=CC=C2C1=O,CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(F)ccc2C1=O
CNC(=O)C1=CC=C2C(=O)N(C)C[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2=C1 |o1:13|,ASAP-0008473,Train,4.29,4.4,CNC(=O)C1=CC=C2C(=O)N(C)C[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2=C1,CNC(=O)c1ccc2c(c1)[C@@H](C(=O)Nc1cncc3ccccc13)CN(C)C2=O
CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC=C(F)C=C2C1=O,ASAP-0000734,Train,5.35,6.28,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC=C(F)C=C2C1=O,CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2ccc(F)cc2C1=O
CN1CCN(C2=CC=C(NC(=O)CN3CC4=CC=C(Cl)C=C4[C@H](C(=O)NC4=CN=CC5=CC=CC=C45)C3)C=C2)CC1 |&1:22|,ASAP-0000219,Train,5.64,6.69,CN1CCN(C2=CC=C(NC(=O)CN3CC4=CC=C(Cl)C=C4[C@H](C(=O)NC4=CN=CC5=CC=CC=C45)C3)C=C2)CC1,CN1CCN(c2ccc(NC(=O)CN3Cc4ccc(Cl)cc4[C@H](C(=O)Nc4cncc5ccccc45)C3)cc2)CC1
COC1=CC2=CN=CC(CC(=O)N(CC3=CC=CC(Cl)=C3)C3=CC=C(N(C)C)C=N3)=C2C=C1OC,ASAP-0008453,Train,4.58,5.84,COC1=CC2=CN=CC(CC(=O)N(CC3=CC=CC(Cl)=C3)C3=CC=C(N(C)C)C=N3)=C2C=C1OC,COc1cc2cncc(CC(=O)N(Cc3cccc(Cl)c3)c3ccc(N(C)C)cn3)c2cc1OC
CN(CC1=CN=C2C=CC=CN12)C(=O)C1=CN=CC2=CC=CC=C12,ASAP-0008282,Train,4.94,,CN(CC1=CN=C2C=CC=CN12)C(=O)C1=CN=CC2=CC=CC=C12,CN(Cc1cnc2ccccn12)C(=O)c1cncc2ccccc12
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CC1=CC=CN=C1 |&1:17|,ASAP-0011388,Train,4.55,,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CC1=CC=CN=C1,O=C(Cc1cncc2ccccc12)N1CCC[C@H]1Cc1cccnc1
"CC(C)O[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C)C1 |&1:4,21|",ASAP-0029665,Train,,4.39,CC(C)O[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C)C1,CC(C)O[C@H]1CCN(C(=O)Cc2cncc3ccccc23)[C@@H](C)C1
O=C(CC1=CN=CC2=CC=CC=C12)N1CC(C2CCCCC2)C1,ASAP-0011160,Train,4.59,4.74,O=C(CC1=CN=CC2=CC=CC=C12)N1CC(C2CCCCC2)C1,O=C(Cc1cncc2ccccc12)N1CC(C2CCCCC2)C1
COCCC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0029696,Train,,5.0,COCCC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,COCCC1CCN(C(=O)Cc2cncc3ccccc23)CC1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CCCN1C=CC=N1 |&1:17|,ASAP-0029452,Train,,4.15,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CCCN1C=CC=N1,O=C(Cc1cncc2ccccc12)N1CCC[C@H]1CCCn1cccn1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCCC[C@H]1CC1=CC=CS1 |&1:19|,ASAP-0011470,Train,4.54,4.85,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCCC[C@H]1CC1=CC=CS1,O=C(Cc1cncc2ccccc12)N1CCCCC[C@H]1Cc1cccs1
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2(C3=CC=CC=C3)CC2)C1 |&1:16|,ASAP-0011471,Train,4.39,4.95,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2(C3=CC=CC=C3)CC2)C1,O=C(Cc1cncc2ccccc12)N1CC[C@H](C2(c3ccccc3)CC2)C1
O=C(C1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC=CC=C1,ASAP-0000831,Train,4.27,,O=C(C1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC=CC=C1,O=C(c1cncc2ccccc12)N1CCC[C@H]1c1ccccc1
CCC1=NC([C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=NO1 |&1:5|,ASAP-0029528,Train,,4.2,CCC1=NC([C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=NO1,CCc1nc([C@H]2CCCN2C(=O)Cc2cncc3ccccc23)no1
"CC[C@H]1C[C@@H](C(F)(F)F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:2,4|",ASAP-0030921,Train,5.49,6.13,CC[C@H]1C[C@@H](C(F)(F)F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12,CC[C@H]1C[C@@H](C(F)(F)F)CCN1C(=O)Cc1cncc2ccccc12
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2C=C[C@H]1CC2 |&1:15,&2:18|",ASAP-0029459,Train,,4.66,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2C=C[C@H]1CC2,O=C(Cc1cncc2ccccc12)N1C[C@H]2C=C[C@H]1CC2
CN(C)C1=NOC([C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=N1 |&1:7|,ASAP-0030029,Train,4.51,,CN(C)C1=NOC([C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=N1,CN(C)c1noc([C@H]2CCCN2C(=O)Cc2cncc3ccccc23)n1
CO[C@]1(C(F)(F)F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:2|,ASAP-0030879,Train,4.48,5.15,CO[C@]1(C(F)(F)F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,CO[C@]1(C(F)(F)F)CCN(C(=O)Cc2cncc3ccccc23)C1
O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCC1=CC=C(F)C=C1 |&1:12|,ASAP-0000161,Train,5.38,7.11,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCC1=CC=C(F)C=C1,O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCc1ccc(F)cc1
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C)C1 |a:1,18|",ASAP-0029700,Train,5.2,5.49,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C)C1,C[C@H]1CCN(C(=O)Cc2cncc3ccccc23)[C@@H](C)C1
O=C1C(C2=CC=CC(Cl)=C2)=CN=CN1C1=CN=CC2=CC=CC=C12,ASAP-0008245,Train,4.76,5.78,O=C1C(C2=CC=CC(Cl)=C2)=CN=CN1C1=CN=CC2=CC=CC=C12,O=c1c(-c2cccc(Cl)c2)cncn1-c1cncc2ccccc12
O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H](C2CCCCC2)C[C@H]1C(F)(F)F,ASAP-0008593,Train,4.26,,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H](C2CCCCC2)C[C@H]1C(F)(F)F,O=C(Cc1cncc2ccccc12)N1C[C@H](C2CCCCC2)C[C@H]1C(F)(F)F
O=C1CC2(CCN(C(=O)CC3=CN=CC4=CC=CC=C34)CC2)CN1,ASAP-0029664,Train,,4.16,O=C1CC2(CCN(C(=O)CC3=CN=CC4=CC=CC=C34)CC2)CN1,O=C1CC2(CCN(C(=O)Cc3cncc4ccccc34)CC2)CN1
CC1=CC=C(O[C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)C=N1 |&1:6|,ASAP-0011370,Train,4.27,,CC1=CC=C(O[C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)C=N1,Cc1ccc(O[C@H]2CCN(C(=O)Cc3cncc4ccccc34)C2)cn1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)C[C@H]2F |&1:20|,ASAP-0029551,Train,4.57,5.11,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)C[C@H]2F,O=C(Cc1cncc2ccccc12)N1CCC2(CC1)C[C@H]2F
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC2(CC2)C1,ASAP-0031887,Train,4.11,4.41,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC2(CC2)C1,O=C(Cc1cncc2ccccc12)N1CCCC2(CC2)C1
C[C@@H](C(=O)N(C)CC1=CC=CC(Cl)=C1F)C1=CN=CC2=CC=CC=C12,ASAP-0008677,Train,3.88,,C[C@@H](C(=O)N(C)CC1=CC=CC(Cl)=C1F)C1=CN=CC2=CC=CC=C12,C[C@@H](C(=O)N(C)Cc1cccc(Cl)c1F)c1cncc2ccccc12
CC1=CC2=C(C=C1C)[C@H](C(=O)NC1=CN=CC3=CC=CC=C13)CO2 |&1:8|,ASAP-0000718,Train,5.29,5.34,CC1=CC2=C(C=C1C)[C@H](C(=O)NC1=CN=CC3=CC=CC=C13)CO2,Cc1cc2c(cc1C)[C@H](C(=O)Nc1cncc3ccccc13)CO2
"CC(=O)N1C[C@]2(CC[C@H]1C)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:5,8|",ASAP-0000539,Train,4.34,4.21,CC(=O)N1C[C@]2(CC[C@H]1C)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O,CC(=O)N1C[C@]2(CC[C@H]1C)NC(=O)N(c1cncc3ccccc13)C2=O
"O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCCCCCCCOC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O |&1:12,&2:45|",ASAP-0010735,Train,5.03,6.81,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCCCCCCCOC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCCCCCCOc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCCCC[C@H]1C1=CC=CC=C1 |&1:20|,ASAP-0008629,Train,5.59,5.27,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCCCC[C@H]1C1=CC=CC=C1,O=C(Cc1cncc2ccccc12)N1CCCCCC[C@H]1c1ccccc1
COC1=CC=C(CNC2=CN=C([C@H](NC(=O)CCl)C3=CC=CC=C3)S2)C(OC)=C1 |&1:12|,ASAP-0000772,Train,4.11,4.33,COC1=CC=C(CNC2=CN=C([C@H](NC(=O)CCl)C3=CC=CC=C3)S2)C(OC)=C1,COc1ccc(CNc2cnc([C@H](NC(=O)CCl)c3ccccc3)s2)c(OC)c1
"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NC=CC=N1)C(=O)C1=CC=C(F)C=C12 |a:1,16|",ASAP-0014553,Train,5.44,6.25,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NC=CC=N1)C(=O)C1=CC=C(F)C=C12,C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1ncccn1)C(=O)c1ccc(F)cc12
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC([C@H]2CCOC2)CC1 |o1:17|,ASAP-0031881,Train,4.25,4.57,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC([C@H]2CCOC2)CC1,O=C(Cc1cncc2ccccc12)N1CCC([C@H]2CCOC2)CC1
O=C1N[C@H](CC2=CC=CC=C2)C(=O)N1C1=CN=CC2=CC=CC=C12,ASAP-0000522,Train,4.87,4.5,O=C1N[C@H](CC2=CC=CC=C2)C(=O)N1C1=CN=CC2=CC=CC=C12,O=C1N[C@H](Cc2ccccc2)C(=O)N1c1cncc2ccccc12
CC(C)[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2 |o1:3|,ASAP-0031557,Train,4.6,5.49,CC(C)[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2,CC(C)[C@H]1c2ccsc2CCN1C(=O)Cc1cncc2ccccc12
O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NC(C1=CC=CC=C1)C1=CC=CC=C1 |&1:12|,ASAP-0000218,Train,6.02,7.04,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NC(C1=CC=CC=C1)C1=CC=CC=C1,O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NC(c1ccccc1)c1ccccc1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(F)(F)CC1,ASAP-0029591,Train,5.18,5.17,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(F)(F)CC1,O=C(Cc1cncc2ccccc12)N1CCC(F)(F)CC1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCSC[C@H]1C(F)(F)F |&1:19|,ASAP-0011245,Train,4.04,4.36,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCSC[C@H]1C(F)(F)F,O=C(Cc1cncc2ccccc12)N1CCCSC[C@H]1C(F)(F)F
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]1CC1CCCC1 |&1:16|,ASAP-0011493,Train,4.62,4.92,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]1CC1CCCC1,O=C(Cc1cncc2ccccc12)N1CC[C@H]1CC1CCCC1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC=CC(F)=C1 |&1:17|,ASAP-0011434,Train,4.22,5.77,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC=CC(F)=C1,O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1cccc(F)c1
C=CC(=O)N1CCCC2=CC=C(N(CC3=CC=CC(Br)=C3)C(=O)CC3=CN=CC4=CC=CC=C34)C=C21,ASAP-0021181,Train,6.35,7.62,C=CC(=O)N1CCCC2=CC=C(N(CC3=CC=CC(Br)=C3)C(=O)CC3=CN=CC4=CC=CC=C34)C=C21,C=CC(=O)N1CCCc2ccc(N(Cc3cccc(Br)c3)C(=O)Cc3cncc4ccccc34)cc21
CC(C)[C@]1(C#N)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:3|,ASAP-0029408,Train,4.75,5.9,CC(C)[C@]1(C#N)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,CC(C)[C@]1(C#N)CCN(C(=O)Cc2cncc3ccccc23)C1
CN1C=C([C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)C=N1 |&1:4|,ASAP-0011273,Train,4.24,,CN1C=C([C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)C=N1,Cn1cc([C@H]2CCN(C(=O)Cc3cncc4ccccc34)C2)cn1
COC1=CC=CC=C1CNC(=O)CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1 |&1:22|,ASAP-0000223,Train,5.79,6.96,COC1=CC=CC=C1CNC(=O)CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1,COc1ccccc1CNC(=O)CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1
CN(CC1=NN(C2=CC=CC=C2)N=C1)C(=O)C1=CN=CC2=CC=CC=C12,ASAP-0000828,Train,7.33,,CN(CC1=NN(C2=CC=CC=C2)N=C1)C(=O)C1=CN=CC2=CC=CC=C12,CN(Cc1cnn(-c2ccccc2)n1)C(=O)c1cncc2ccccc12
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC=CC(F)=C1F |&1:17|,ASAP-0030057,Train,4.01,5.27,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC=CC(F)=C1F,O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1cccc(F)c1F
C[C@]1(C2=CC=CC=C2)CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:1|,ASAP-0029342,Train,,4.57,C[C@]1(C2=CC=CC=C2)CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,C[C@]1(c2ccccc2)CCCN(C(=O)Cc2cncc3ccccc23)C1
O=C([C@H]1CC2=CC=CC=C2CN1C(=O)CC1=CN=CC2=CC=CC=C12)N1CCCC1 |&1:2|,ASAP-0011491,Train,4.21,4.61,O=C([C@H]1CC2=CC=CC=C2CN1C(=O)CC1=CN=CC2=CC=CC=C12)N1CCCC1,O=C([C@H]1Cc2ccccc2CN1C(=O)Cc1cncc2ccccc12)N1CCCC1
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](N2CCCCC2)C1 |&1:16|,ASAP-0011512,Train,,4.08,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](N2CCCCC2)C1,O=C(Cc1cncc2ccccc12)N1CC[C@H](N2CCCCC2)C1
C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CC2=C1SC=C2 |o1:1|,ASAP-0031761,Train,4.6,5.92,C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CC2=C1SC=C2,C[C@H]1CN(C(=O)Cc2cncc3ccccc23)Cc2ccsc21
"C[C@H]1CC[C@H]2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)N2C1 |o1:1,4|",ASAP-0000183,Train,4.76,,C[C@H]1CC[C@H]2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)N2C1,C[C@H]1CC[C@H]2C(=O)N(c3cncc4ccccc34)C(=O)N2C1
CO[C@H](C)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1 |&1:2|,ASAP-0029565,Train,4.12,5.34,CO[C@H](C)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,CO[C@H](C)C1CCN(C(=O)Cc2cncc3ccccc23)CC1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(C2=NC=CO2)CC1,ASAP-0011507,Train,4.3,4.11,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(C2=NC=CO2)CC1,O=C(Cc1cncc2ccccc12)N1CCC(c2ncco2)CC1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(O)CC1C2,ASAP-0031185,Train,4.22,,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(O)CC1C2,O=C(Cc1cncc2ccccc12)N1CCC2(O)CC1C2
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@](C2=CC=CC=C2)(C(F)(F)F)C1 |&1:16|,ASAP-0011481,Train,3.53,4.75,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@](C2=CC=CC=C2)(C(F)(F)F)C1,O=C(Cc1cncc2ccccc12)N1CC[C@](c2ccccc2)(C(F)(F)F)C1
O=C(CC1=CN=CC2=CC=CC=C12)N1CC(CC2=CSC=C2)C1,ASAP-0011495,Train,4.29,4.65,O=C(CC1=CN=CC2=CC=CC=C12)N1CC(CC2=CSC=C2)C1,O=C(Cc1cncc2ccccc12)N1CC(Cc2ccsc2)C1
CN1CCC[C@]12CCCN(C(=O)CC1=CN=CC3=CC=CC=C13)C2 |&1:5|,ASAP-0011353,Train,6.69,,CN1CCC[C@]12CCCN(C(=O)CC1=CN=CC3=CC=CC=C13)C2,CN1CCC[C@]12CCCN(C(=O)Cc1cncc3ccccc13)C2
C=CC(=O)N1CCCC2=C1C=CC=C2N(CC1=CC=CC(N2CC3(CCC3)C2)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,ASAP-0017433,Train,4.8,,C=CC(=O)N1CCCC2=C1C=CC=C2N(CC1=CC=CC(N2CC3(CCC3)C2)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,C=CC(=O)N1CCCc2c1cccc2N(Cc1cccc(N2CC3(CCC3)C2)c1)C(=O)Cc1cncc2ccccc12
"CC(=O)N1C[C@@]2(CC[C@H]1C)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:5,8|",ASAP-0000531,Train,4.44,4.36,CC(=O)N1C[C@@]2(CC[C@H]1C)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O,CC(=O)N1C[C@@]2(CC[C@H]1C)NC(=O)N(c1cncc3ccccc13)C2=O
"CO[C@H]1CCN2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)[C@H]2C1 |o1:2,21|",ASAP-0000231,Train,4.21,,CO[C@H]1CCN2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)[C@H]2C1,CO[C@H]1CCN2C(=O)N(c3cncc4ccccc34)C(=O)[C@H]2C1
CNS(=O)(=O)OCC(=O)N[C@H](C)C1=CC(Cl)=CC(C2=CC=C(S(N)(=O)=O)C=C2)=C1 |&1:10|,ASAP-0000537,Train,4.19,5.76,CNS(=O)(=O)OCC(=O)N[C@H](C)C1=CC(Cl)=CC(C2=CC=C(S(N)(=O)=O)C=C2)=C1,CNS(=O)(=O)OCC(=O)N[C@H](C)c1cc(Cl)cc(-c2ccc(S(N)(=O)=O)cc2)c1
C=C(CN(C(=O)NC1=CN=CC2=CC=CC=C12)C1=CC=CC(Cl)=C1)C(=O)NCC,ASAP-0000519,Train,4.58,5.77,C=C(CN(C(=O)NC1=CN=CC2=CC=CC=C12)C1=CC=CC(Cl)=C1)C(=O)NCC,C=C(CN(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)C(=O)NCC
COC1=CC(CNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)=CC(OC)=C1 |&1:19|,ASAP-0000205,Train,5.95,7.16,COC1=CC(CNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)=CC(OC)=C1,COc1cc(CNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)cc(OC)c1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCSC[C@H]1C1CCC1 |&1:18|,ASAP-0011362,Train,3.97,4.61,O=C(CC1=CN=CC2=CC=CC=C12)N1CCSC[C@H]1C1CCC1,O=C(Cc1cncc2ccccc12)N1CCSC[C@H]1C1CCC1
O=C(NC1=CN=CC2=CC=CC=C12)[C@H](CC(F)(F)F)C1=CC(F)=CC=C1 |&1:13|,ASAP-0000719,Train,4.1,5.2,O=C(NC1=CN=CC2=CC=CC=C12)[C@H](CC(F)(F)F)C1=CC(F)=CC=C1,O=C(Nc1cncc2ccccc12)[C@H](CC(F)(F)F)c1cccc(F)c1
CCOC1=CC=CC=C1CNC(=O)CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1 |&1:23|,ASAP-0000212,Train,6.04,6.94,CCOC1=CC=CC=C1CNC(=O)CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1,CCOc1ccccc1CNC(=O)CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@]2(C=CC3=CC=CC=C3O2)C1 |&1:17|,ASAP-0029324,Train,,4.17,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@]2(C=CC3=CC=CC=C3O2)C1,O=C(Cc1cncc2ccccc12)N1CCC[C@]2(C=Cc3ccccc3O2)C1
N#CC1=C(NC(=O)C2CCOC3=C2C=C(Cl)C=C3)C2=CC=CC=C2C=N1,ASAP-0000174,Train,4.06,,N#CC1=C(NC(=O)C2CCOC3=C2C=C(Cl)C=C3)C2=CC=CC=C2C=N1,N#Cc1ncc2ccccc2c1NC(=O)C1CCOc2ccc(Cl)cc21
N#CC[C@@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:3|,ASAP-0031778,Train,4.3,4.34,N#CC[C@@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,N#CC[C@@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCOC[C@H]1C1=NC2=CC=CC=C2S1 |&1:18|,ASAP-0011476,Train,4.04,4.01,O=C(CC1=CN=CC2=CC=CC=C12)N1CCOC[C@H]1C1=NC2=CC=CC=C2S1,O=C(Cc1cncc2ccccc12)N1CCOC[C@H]1c1nc2ccccc2s1
O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCC1=CC=C(CCO)C=C1 |&1:12|,ASAP-0000167,Train,5.32,7.1,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCC1=CC=C(CCO)C=C1,O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCc1ccc(CCO)cc1
CO[C@@H](C)CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O |o1:7|,ASAP-0010713,Train,,4.33,CO[C@@H](C)CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O,CO[C@@H](C)CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O
C#CC1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0031776,Train,4.99,5.33,C#CC1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,C#CC1(C)CCN(C(=O)Cc2cncc3ccccc23)CC1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(CN2CCCC2=O)CC1,ASAP-0029524,Train,,4.46,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(CN2CCCC2=O)CC1,O=C(Cc1cncc2ccccc12)N1CCC(CN2CCCC2=O)CC1
CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(CO)=CC=C2C1=O |o1:3|,ASAP-0008586,Train,4.23,,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(CO)=CC=C2C1=O,CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(CO)ccc2C1=O
